1730   alpha=0.0016 beta=1.0879,    на последнем интервале alpha=0.0025, beta= 1.2227
1731   alpha=0.0015 beta=1.0878,    на последнем интервале alpha=0.0028, beta= 1.2226
1732   alpha=0.0015 beta=1.0878,    на последнем интервале alpha=0.0043, beta= 1.2224
1733   alpha=0.0016 beta=1.0879,    на последнем интервале alpha=0.0050, beta= 1.2223
1734   alpha=0.0020 beta=1.0883,    на последнем интервале alpha=0.0034, beta= 1.2225
1735   alpha=0.0023 beta=1.0886,    на последнем интервале alpha=0.0018, beta= 1.2228
1736   alpha=0.0017 beta=1.0880,    на последнем интервале alpha=0.0018, beta= 1.2228
1737   alpha=0.0016 beta=1.0879,    на последнем интервале alpha=0.0025, beta= 1.2227
1738   alpha=0.0018 beta=1.0881,    на последнем интервале alpha=0.0021, beta= 1.2227
1739   alpha=0.0020 beta=1.0883,    на последнем интервале alpha=0.0018, beta= 1.2228
1740   alpha=0.0021 beta=1.0884,    на последнем интервале alpha=0.0007, beta= 1.2229
1741   alpha=0.0016 beta=1.0879,    на последнем интервале alpha=0.0021, beta= 1.2227
1742   alpha=0.0020 beta=1.0883,    на последнем интервале alpha=0.0032, beta= 1.2226
1743   alpha=0.0024 beta=1.0886,    на последнем интервале alpha=0.0043, beta= 1.2224
1744   alpha=0.0015 beta=1.0878,    на последнем интервале alpha=0.0028, beta= 1.2226
1745   alpha=0.0016 beta=1.0879,    на последнем интервале alpha=0.0011, beta= 1.2229
1746   alpha=0.0021 beta=1.0883,    на последнем интервале alpha=0.0025, beta= 1.2227
1747   alpha=0.0021 beta=1.0884,    на последнем интервале alpha=0.0023, beta= 1.2227
1748   alpha=0.0022 beta=1.0885,    на последнем интервале alpha=0.0021, beta= 1.2227
1749   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0021, beta= 1.2227
1750   alpha=0.0018 beta=1.0881,    на последнем интервале alpha=0.0011, beta= 1.2229
1751   alpha=0.0018 beta=1.0881,    на последнем интервале alpha=0.0011, beta= 1.2229
1752   alpha=0.0018 beta=1.0881,    на последнем интервале alpha=0.0011, beta= 1.2229
1753   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0018, beta= 1.2228
1754   alpha=0.0012 beta=1.0875,    на последнем интервале alpha=0.0050, beta= 1.2223
1755   alpha=0.0012 beta=1.0875,    на последнем интервале alpha=0.0034, beta= 1.2225
1756   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0018, beta= 1.2228
1757   alpha=0.0019 beta=1.0882,    на последнем интервале alpha=0.0028, beta= 1.2226
1758   alpha=0.0017 beta=1.0880,    на последнем интервале alpha=0.0032, beta= 1.2226
1759   alpha=0.0019 beta=1.0882,    на последнем интервале alpha=0.0028, beta= 1.2226
1760   alpha=0.0021 beta=1.0884,    на последнем интервале alpha=0.0025, beta= 1.2227
1761   alpha=0.0017 beta=1.0879,    на последнем интервале alpha=0.0053, beta= 1.2223
1762   alpha=0.0020 beta=1.0883,    на последнем интервале alpha=0.0014, beta= 1.2228
1763   alpha=0.0020 beta=1.0883,    на последнем интервале alpha=0.0023, beta= 1.2227
1764   alpha=0.0020 beta=1.0883,    на последнем интервале alpha=0.0032, beta= 1.2226
1765   alpha=0.0019 beta=1.0882,    на последнем интервале alpha=0.0036, beta= 1.2225
1766   alpha=0.0019 beta=1.0881,    на последнем интервале alpha=0.0028, beta= 1.2226
1767   alpha=0.0019 beta=1.0882,    на последнем интервале alpha=0.0030, beta= 1.2226
1768   alpha=0.0019 beta=1.0882,    на последнем интервале alpha=0.0032, beta= 1.2226
1769   alpha=0.0015 beta=1.0878,    на последнем интервале alpha=0.0032, beta= 1.2226
1770   alpha=0.0015 beta=1.0879,    на последнем интервале alpha=0.0011, beta= 1.2229
1771   alpha=0.0017 beta=1.0880,    на последнем интервале alpha=0.0028, beta= 1.2226
1772   alpha=0.0018 beta=1.0880,    на последнем интервале alpha=0.0025, beta= 1.2227
1773   alpha=0.0018 beta=1.0881,    на последнем интервале alpha=0.0021, beta= 1.2227
1774   alpha=0.0023 beta=1.0886,    на последнем интервале alpha=0.0018, beta= 1.2228
1775   alpha=0.0014 beta=1.0878,    на последнем интервале alpha=0.0011, beta= 1.2229
1776   alpha=0.0013 beta=1.0877,    на последнем интервале alpha=0.0014, beta= 1.2228
1777   alpha=0.0013 beta=1.0876,    на последнем интервале alpha=0.0018, beta= 1.2228
1778   alpha=0.0013 beta=1.0876,    на последнем интервале alpha=0.0014, beta= 1.2228
1779   alpha=0.0015 beta=1.0879,    на последнем интервале alpha=0.0014, beta= 1.2228
1780   alpha=0.0014 beta=1.0878,    на последнем интервале alpha=0.0016, beta= 1.2228
1781   alpha=0.0014 beta=1.0877,    на последнем интервале alpha=0.0018, beta= 1.2228
1782   alpha=0.0013 beta=1.0876,    на последнем интервале alpha=0.0032, beta= 1.2226
1783   alpha=0.0010 beta=1.0873,    на последнем интервале alpha=0.0014, beta= 1.2228
1784   alpha=0.0014 beta=1.0877,    на последнем интервале alpha=0.0021, beta= 1.2227
1785   alpha=0.0018 beta=1.0880,    на последнем интервале alpha=0.0028, beta= 1.2226
1786   alpha=0.0016 beta=1.0879,    на последнем интервале alpha=0.0021, beta= 1.2227
1787   alpha=0.0016 beta=1.0879,    на последнем интервале alpha=0.0057, beta= 1.2222
1788   alpha=0.0016 beta=1.0879,    на последнем интервале alpha=0.0039, beta= 1.2225
1789   alpha=0.0015 beta=1.0879,    на последнем интервале alpha=0.0021, beta= 1.2227
1790   alpha=0.0012 beta=1.0875,    на последнем интервале alpha=0.0018, beta= 1.2228
1791   alpha=0.0013 beta=1.0877,    на последнем интервале alpha=0.0021, beta= 1.2227
1792   alpha=0.0016 beta=1.0879,    на последнем интервале alpha=0.0025, beta= 1.2227
1793   alpha=0.0019 beta=1.0882,    на последнем интервале alpha=0.0028, beta= 1.2226
1794   alpha=0.0017 beta=1.0880,    на последнем интервале alpha=0.0032, beta= 1.2226
1795   alpha=0.0015 beta=1.0879,    на последнем интервале alpha=0.0011, beta= 1.2229
1796   alpha=0.0015 beta=1.0878,    на последнем интервале alpha=0.0021, beta= 1.2227
1797   alpha=0.0015 beta=1.0878,    на последнем интервале alpha=0.0032, beta= 1.2226
1798   alpha=0.0013 beta=1.0876,    на последнем интервале alpha=0.0025, beta= 1.2227
1799   alpha=0.0015 beta=1.0879,    на последнем интервале alpha=0.0018, beta= 1.2228
1800   alpha=0.0017 beta=1.0880,    на последнем интервале alpha=0.0025, beta= 1.2227
1801   alpha=0.0017 beta=1.0880,    на последнем интервале alpha=0.0020, beta= 1.2228
1802   alpha=0.0016 beta=1.0879,    на последнем интервале alpha=0.0014, beta= 1.2228
1803   alpha=0.0012 beta=1.0875,    на последнем интервале alpha=0.0021, beta= 1.2227
1804   alpha=0.0015 beta=1.0878,    на последнем интервале alpha=0.0025, beta= 1.2227
1805   alpha=0.0014 beta=1.0877,    на последнем интервале alpha=0.0020, beta= 1.2228
1806   alpha=0.0013 beta=1.0877,    на последнем интервале alpha=0.0014, beta= 1.2228
1807   alpha=0.0013 beta=1.0876,    на последнем интервале alpha=0.0007, beta= 1.2229
1808   alpha=0.0018 beta=1.0881,    на последнем интервале alpha=0.0036, beta= 1.2225
1809   alpha=0.0016 beta=1.0879,    на последнем интервале alpha=0.0028, beta= 1.2226
1810   alpha=0.0014 beta=1.0877,    на последнем интервале alpha=0.0021, beta= 1.2227
1811   alpha=0.0012 beta=1.0875,    на последнем интервале alpha=0.0011, beta= 1.2229
1812   alpha=0.0016 beta=1.0879,    на последнем интервале alpha=0.0014, beta= 1.2228
1813   alpha=0.0019 beta=1.0882,    на последнем интервале alpha=0.0028, beta= 1.2226
1814   alpha=0.0022 beta=1.0884,    на последнем интервале alpha=0.0043, beta= 1.2224
1815   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0021, beta= 1.2227
1816   alpha=0.0017 beta=1.0880,    на последнем интервале alpha=0.0018, beta= 1.2228
1817   alpha=0.0016 beta=1.0879,    на последнем интервале alpha=0.0020, beta= 1.2228
1818   alpha=0.0015 beta=1.0878,    на последнем интервале alpha=0.0021, beta= 1.2227
1819   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0032, beta= 1.2226
1820   alpha=0.0020 beta=1.0882,    на последнем интервале alpha=0.0025, beta= 1.2227
1821   alpha=0.0017 beta=1.0880,    на последнем интервале alpha=0.0020, beta= 1.2228
1822   alpha=0.0014 beta=1.0877,    на последнем интервале alpha=0.0014, beta= 1.2228
1823   alpha=0.0013 beta=1.0876,    на последнем интервале alpha=0.0028, beta= 1.2226
1824   alpha=0.0011 beta=1.0874,    на последнем интервале alpha=0.0039, beta= 1.2225
1825   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0027, beta= 1.2227
1826   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0014, beta= 1.2228
1827   alpha=0.0017 beta=1.0880,    на последнем интервале alpha=0.0028, beta= 1.2226
1828   alpha=0.0012 beta=1.0875,    на последнем интервале alpha=0.0011, beta= 1.2229
1829   alpha=0.0013 beta=1.0877,    на последнем интервале alpha=0.0014, beta= 1.2228
1830   alpha=0.0014 beta=1.0877,    на последнем интервале alpha=0.0020, beta= 1.2228
1831   alpha=0.0015 beta=1.0877,    на последнем интервале alpha=0.0025, beta= 1.2227
1832   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0011, beta= 1.2229
1833   alpha=0.0013 beta=1.0876,    на последнем интервале alpha=0.0018, beta= 1.2228
1834   alpha=0.0014 beta=1.0877,    на последнем интервале alpha=0.0023, beta= 1.2227
1835   alpha=0.0015 beta=1.0878,    на последнем интервале alpha=0.0028, beta= 1.2226
1836   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0018, beta= 1.2228
1837   alpha=0.0013 beta=1.0876,    на последнем интервале alpha=0.0014, beta= 1.2228
1838   alpha=0.0014 beta=1.0877,    на последнем интервале alpha=0.0016, beta= 1.2228
1839   alpha=0.0015 beta=1.0878,    на последнем интервале alpha=0.0018, beta= 1.2228
1840   alpha=0.0022 beta=1.0886,    на последнем интервале alpha=0.0032, beta= 1.2226
1841   alpha=0.0016 beta=1.0879,    на последнем интервале alpha=0.0039, beta= 1.2225
1842   alpha=0.0016 beta=1.0879,    на последнем интервале alpha=0.0030, beta= 1.2226
1843   alpha=0.0016 beta=1.0879,    на последнем интервале alpha=0.0021, beta= 1.2227
1844   alpha=0.0016 beta=1.0879,    на последнем интервале alpha=0.0036, beta= 1.2225
1845   alpha=0.0016 beta=1.0880,    на последнем интервале alpha=0.0018, beta= 1.2228
1846   alpha=0.0013 beta=1.0877,    на последнем интервале alpha=0.0023, beta= 1.2227
1847   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0028, beta= 1.2226
1848   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0011, beta= 1.2229
1849   alpha=0.0014 beta=1.0877,    на последнем интервале alpha=0.0007, beta= 1.2229
1850   alpha=0.0016 beta=1.0879,    на последнем интервале alpha=0.0009, beta= 1.2229
1851   alpha=0.0018 beta=1.0881,    на последнем интервале alpha=0.0011, beta= 1.2229
1852   alpha=0.0017 beta=1.0880,    на последнем интервале alpha=0.0039, beta= 1.2225
1853   alpha=0.0019 beta=1.0882,    на последнем интервале alpha=0.0021, beta= 1.2227
1854   alpha=0.0015 beta=1.0878,    на последнем интервале alpha=0.0020, beta= 1.2228
1855   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0018, beta= 1.2228
1856   alpha=0.0016 beta=1.0880,    на последнем интервале alpha=0.0014, beta= 1.2228
1857   alpha=0.0019 beta=1.0882,    на последнем интервале alpha=0.0004, beta= 1.2230
1858   alpha=0.0013 beta=1.0876,    на последнем интервале alpha=0.0018, beta= 1.2228
1859   alpha=0.0012 beta=1.0875,    на последнем интервале alpha=0.0020, beta= 1.2228
1860   alpha=0.0012 beta=1.0875,    на последнем интервале alpha=0.0021, beta= 1.2227
1861   alpha=0.0015 beta=1.0878,    на последнем интервале alpha=0.0025, beta= 1.2227
1862   alpha=0.0016 beta=1.0879,    на последнем интервале alpha=0.0018, beta= 1.2228
1863   alpha=0.0014 beta=1.0877,    на последнем интервале alpha=0.0018, beta= 1.2228
1864   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0018, beta= 1.2228
1865   alpha=0.0018 beta=1.0881,    на последнем интервале alpha=0.0028, beta= 1.2226
1866   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0018, beta= 1.2228
1867   alpha=0.0013 beta=1.0877,    на последнем интервале alpha=0.0018, beta= 1.2228
1868   alpha=0.0015 beta=1.0879,    на последнем интервале alpha=0.0018, beta= 1.2228
1869   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0025, beta= 1.2227
1870   alpha=0.0012 beta=1.0875,    на последнем интервале alpha=0.0014, beta= 1.2228
1871   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0011, beta= 1.2229
1872   alpha=0.0013 beta=1.0877,    на последнем интервале alpha=0.0007, beta= 1.2229
1873   alpha=0.0014 beta=1.0877,    на последнем интервале alpha=0.0025, beta= 1.2227
1874   alpha=0.0013 beta=1.0876,    на последнем интервале alpha=0.0021, beta= 1.2227
1875   alpha=0.0014 beta=1.0877,    на последнем интервале alpha=0.0023, beta= 1.2227
1876   alpha=0.0015 beta=1.0878,    на последнем интервале alpha=0.0025, beta= 1.2227
1877   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0014, beta= 1.2228
1878   alpha=0.0013 beta=1.0877,    на последнем интервале alpha=0.0032, beta= 1.2226
1879   alpha=0.0014 beta=1.0877,    на последнем интервале alpha=0.0025, beta= 1.2227
1880   alpha=0.0014 beta=1.0877,    на последнем интервале alpha=0.0018, beta= 1.2228
1881   alpha=0.0013 beta=1.0876,    на последнем интервале alpha=0.0011, beta= 1.2229
1882   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0025, beta= 1.2227
1883   alpha=0.0014 beta=1.0877,    на последнем интервале alpha=0.0023, beta= 1.2227
1884   alpha=0.0016 beta=1.0880,    на последнем интервале alpha=0.0021, beta= 1.2227
1885   alpha=0.0016 beta=1.0880,    на последнем интервале alpha=0.0011, beta= 1.2229
1886   alpha=0.0014 beta=1.0877,    на последнем интервале alpha=0.0007, beta= 1.2229
1887   alpha=0.0015 beta=1.0878,    на последнем интервале alpha=0.0021, beta= 1.2227
1888   alpha=0.0014 beta=1.0878,    на последнем интервале alpha=0.0023, beta= 1.2227
1889   alpha=0.0014 beta=1.0877,    на последнем интервале alpha=0.0025, beta= 1.2227
1890   alpha=0.0014 beta=1.0877,    на последнем интервале alpha=0.0025, beta= 1.2227
1891   alpha=0.0017 beta=1.0881,    на последнем интервале alpha=0.0025, beta= 1.2227
1892   alpha=0.0017 beta=1.0880,    на последнем интервале alpha=0.0027, beta= 1.2227
1893   alpha=0.0017 beta=1.0880,    на последнем интервале alpha=0.0028, beta= 1.2226
1894   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0043, beta= 1.2224
1895   alpha=0.0016 beta=1.0879,    на последнем интервале alpha=0.0028, beta= 1.2226
1896   alpha=0.0015 beta=1.0878,    на последнем интервале alpha=0.0021, beta= 1.2227
1897   alpha=0.0013 beta=1.0876,    на последнем интервале alpha=0.0014, beta= 1.2228
1898   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0028, beta= 1.2226
1899   alpha=0.0009 beta=1.0872,    на последнем интервале alpha=0.0014, beta= 1.2228
1900   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0018, beta= 1.2228
1901   alpha=0.0013 beta=1.0877,    на последнем интервале alpha=0.0021, beta= 1.2227
1902   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0011, beta= 1.2229
1903   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0021, beta= 1.2227
1904   alpha=0.0011 beta=1.0874,    на последнем интервале alpha=0.0016, beta= 1.2228
1905   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0011, beta= 1.2229
1906   alpha=0.0016 beta=1.0879,    на последнем интервале alpha=0.0025, beta= 1.2227
1907   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0018, beta= 1.2228
1908   alpha=0.0014 beta=1.0877,    на последнем интервале alpha=0.0020, beta= 1.2228
1909   alpha=0.0016 beta=1.0879,    на последнем интервале alpha=0.0021, beta= 1.2227
1910   alpha=0.0010 beta=1.0873,    на последнем интервале alpha=0.0025, beta= 1.2227
1911   alpha=0.0016 beta=1.0880,    на последнем интервале alpha=0.0018, beta= 1.2228
1912   alpha=0.0015 beta=1.0878,    на последнем интервале alpha=0.0023, beta= 1.2227
1913   alpha=0.0014 beta=1.0877,    на последнем интервале alpha=0.0028, beta= 1.2226
1914   alpha=0.0015 beta=1.0878,    на последнем интервале alpha=0.0046, beta= 1.2224
1915   alpha=0.0012 beta=1.0875,    на последнем интервале alpha=0.0014, beta= 1.2228
1916   alpha=0.0015 beta=1.0878,    на последнем интервале alpha=0.0007, beta= 1.2229
1917   alpha=0.0013 beta=1.0877,    на последнем интервале alpha=0.0012, beta= 1.2229
1918   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0018, beta= 1.2228
1919   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0018, beta= 1.2228
1920   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0007, beta= 1.2229
1921   alpha=0.0010 beta=1.0873,    на последнем интервале alpha=0.0023, beta= 1.2227
1922   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0039, beta= 1.2225
1923   alpha=0.0012 beta=1.0875,    на последнем интервале alpha=0.0028, beta= 1.2226
1924   alpha=0.0011 beta=1.0874,    на последнем интервале alpha=0.0014, beta= 1.2228
1925   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0016, beta= 1.2228
1926   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0018, beta= 1.2228
1927   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0021, beta= 1.2227
1928   alpha=0.0007 beta=1.0871,    на последнем интервале alpha=0.0014, beta= 1.2228
1929   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0021, beta= 1.2227
1930   alpha=0.0015 beta=1.0878,    на последнем интервале alpha=0.0028, beta= 1.2226
1931   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0004, beta= 1.2230
1932   alpha=0.0010 beta=1.0873,    на последнем интервале alpha=0.0011, beta= 1.2229
1933   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0011, beta= 1.2229
1934   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0011, beta= 1.2229
1935   alpha=0.0016 beta=1.0879,    на последнем интервале alpha=0.0014, beta= 1.2228
1936   alpha=0.0012 beta=1.0875,    на последнем интервале alpha=0.0025, beta= 1.2227
1937   alpha=0.0013 beta=1.0876,    на последнем интервале alpha=0.0028, beta= 1.2226
1938   alpha=0.0013 beta=1.0877,    на последнем интервале alpha=0.0032, beta= 1.2226
1939   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0014, beta= 1.2228
1940   alpha=0.0013 beta=1.0876,    на последнем интервале alpha=0.0007, beta= 1.2229
1941   alpha=0.0014 beta=1.0878,    на последнем интервале alpha=0.0012, beta= 1.2229
1942   alpha=0.0016 beta=1.0879,    на последнем интервале alpha=0.0018, beta= 1.2228
1943   alpha=0.0014 beta=1.0877,    на последнем интервале alpha=0.0014, beta= 1.2228
1944   alpha=0.0016 beta=1.0880,    на последнем интервале alpha=0.0032, beta= 1.2226
1945   alpha=0.0016 beta=1.0879,    на последнем интервале alpha=0.0014, beta= 1.2228
1946   alpha=0.0015 beta=1.0878,    на последнем интервале alpha=0.0012, beta= 1.2229
1947   alpha=0.0013 beta=1.0877,    на последнем интервале alpha=0.0011, beta= 1.2229
1948   alpha=0.0015 beta=1.0878,    на последнем интервале alpha=0.0018, beta= 1.2228
1949   alpha=0.0010 beta=1.0873,    на последнем интервале alpha=0.0018, beta= 1.2228
1950   alpha=0.0013 beta=1.0876,    на последнем интервале alpha=0.0021, beta= 1.2227
1951   alpha=0.0016 beta=1.0879,    на последнем интервале alpha=0.0025, beta= 1.2227
1952   alpha=0.0016 beta=1.0879,    на последнем интервале alpha=0.0028, beta= 1.2226
1953   alpha=0.0014 beta=1.0877,    на последнем интервале alpha=0.0018, beta= 1.2228
1954   alpha=0.0016 beta=1.0879,    на последнем интервале alpha=0.0025, beta= 1.2227
1955   alpha=0.0018 beta=1.0881,    на последнем интервале alpha=0.0032, beta= 1.2226
1956   alpha=0.0015 beta=1.0878,    на последнем интервале alpha=0.0028, beta= 1.2226
1957   alpha=0.0010 beta=1.0873,    на последнем интервале alpha=0.0011, beta= 1.2229
1958   alpha=0.0013 beta=1.0876,    на последнем интервале alpha=0.0014, beta= 1.2228
1959   alpha=0.0016 beta=1.0879,    на последнем интервале alpha=0.0018, beta= 1.2228
1960   alpha=0.0011 beta=1.0874,    на последнем интервале alpha=0.0011, beta= 1.2229
1961   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0025, beta= 1.2227
1962   alpha=0.0013 beta=1.0876,    на последнем интервале alpha=0.0023, beta= 1.2227
1963   alpha=0.0014 beta=1.0878,    на последнем интервале alpha=0.0021, beta= 1.2227
1964   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0021, beta= 1.2227
1965   alpha=0.0011 beta=1.0874,    на последнем интервале alpha=0.0032, beta= 1.2226
1966   alpha=0.0014 beta=1.0877,    на последнем интервале alpha=0.0032, beta= 1.2226
1967   alpha=0.0018 beta=1.0881,    на последнем интервале alpha=0.0032, beta= 1.2226
1968   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0018, beta= 1.2228
1969   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0007, beta= 1.2229
1970   alpha=0.0013 beta=1.0876,    на последнем интервале alpha=0.0030, beta= 1.2226
1971   alpha=0.0014 beta=1.0877,    на последнем интервале alpha=0.0053, beta= 1.2223
1972   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0018, beta= 1.2228
1973   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0014, beta= 1.2228
1974   alpha=0.0010 beta=1.0873,    на последнем интервале alpha=0.0014, beta= 1.2228
1975   alpha=0.0012 beta=1.0875,    на последнем интервале alpha=0.0025, beta= 1.2227
1976   alpha=0.0013 beta=1.0877,    на последнем интервале alpha=0.0036, beta= 1.2225
1977   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0011, beta= 1.2229
1978   alpha=0.0013 beta=1.0876,    на последнем интервале alpha=0.0036, beta= 1.2225
1979   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0025, beta= 1.2227
1980   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0014, beta= 1.2228
1981   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0025, beta= 1.2227
1982   alpha=0.0013 beta=1.0876,    на последнем интервале alpha=0.0021, beta= 1.2227
1983   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0016, beta= 1.2228
1984   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0011, beta= 1.2229
1985   alpha=0.0011 beta=1.0874,    на последнем интервале alpha=0.0011, beta= 1.2229
1986   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0018, beta= 1.2228
1987   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0018, beta= 1.2228
1988   alpha=0.0013 beta=1.0876,    на последнем интервале alpha=0.0018, beta= 1.2228
1989   alpha=0.0011 beta=1.0874,    на последнем интервале alpha=0.0032, beta= 1.2226
1990   alpha=0.0011 beta=1.0874,    на последнем интервале alpha=0.0021, beta= 1.2227
1991   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0016, beta= 1.2228
1992   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0011, beta= 1.2229
1993   alpha=0.0015 beta=1.0879,    на последнем интервале alpha=0.0028, beta= 1.2226
1994   alpha=0.0013 beta=1.0876,    на последнем интервале alpha=0.0028, beta= 1.2226
1995   alpha=0.0014 beta=1.0878,    на последнем интервале alpha=0.0027, beta= 1.2227
1996   alpha=0.0016 beta=1.0879,    на последнем интервале alpha=0.0025, beta= 1.2227
1997   alpha=0.0014 beta=1.0877,    на последнем интервале alpha=0.0014, beta= 1.2228
1998   alpha=0.0013 beta=1.0876,    на последнем интервале alpha=0.0039, beta= 1.2225
1999   alpha=0.0014 beta=1.0877,    на последнем интервале alpha=0.0036, beta= 1.2225
2000   alpha=0.0014 beta=1.0877,    на последнем интервале alpha=0.0032, beta= 1.2226
2001   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0021, beta= 1.2227
2002   alpha=0.0015 beta=1.0878,    на последнем интервале alpha=0.0025, beta= 1.2227
2003   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0014, beta= 1.2228
2004   alpha=0.0012 beta=1.0875,    на последнем интервале alpha=0.0011, beta= 1.2229
2005   alpha=0.0013 beta=1.0877,    на последнем интервале alpha=0.0007, beta= 1.2229
2006   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0025, beta= 1.2227
2007   alpha=0.0011 beta=1.0874,    на последнем интервале alpha=0.0011, beta= 1.2229
2008   alpha=0.0011 beta=1.0874,    на последнем интервале alpha=0.0020, beta= 1.2228
2009   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0028, beta= 1.2226
2010   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0011, beta= 1.2229
2011   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0011, beta= 1.2229
2012   alpha=0.0013 beta=1.0876,    на последнем интервале alpha=0.0018, beta= 1.2228
2013   alpha=0.0015 beta=1.0878,    на последнем интервале alpha=0.0025, beta= 1.2227
2014   alpha=0.0011 beta=1.0874,    на последнем интервале alpha=0.0007, beta= 1.2229
2015   alpha=0.0012 beta=1.0875,    на последнем интервале alpha=0.0032, beta= 1.2226
2016   alpha=0.0012 beta=1.0875,    на последнем интервале alpha=0.0028, beta= 1.2226
2017   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0025, beta= 1.2227
2018   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0014, beta= 1.2228
2019   alpha=0.0007 beta=1.0871,    на последнем интервале alpha=0.0021, beta= 1.2227
2020   alpha=0.0009 beta=1.0872,    на последнем интервале alpha=0.0021, beta= 1.2227
2021   alpha=0.0010 beta=1.0873,    на последнем интервале alpha=0.0021, beta= 1.2227
2022   alpha=0.0012 beta=1.0875,    на последнем интервале alpha=0.0011, beta= 1.2229
2023   alpha=0.0012 beta=1.0875,    на последнем интервале alpha=0.0021, beta= 1.2227
2024   alpha=0.0011 beta=1.0874,    на последнем интервале alpha=0.0014, beta= 1.2228
2025   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0007, beta= 1.2229
2026   alpha=0.0013 beta=1.0877,    на последнем интервале alpha=0.0007, beta= 1.2229
2027   alpha=0.0014 beta=1.0878,    на последнем интервале alpha=0.0018, beta= 1.2228
2028   alpha=0.0013 beta=1.0876,    на последнем интервале alpha=0.0032, beta= 1.2226
2029   alpha=0.0014 beta=1.0877,    на последнем интервале alpha=0.0025, beta= 1.2227
2030   alpha=0.0015 beta=1.0878,    на последнем интервале alpha=0.0018, beta= 1.2228
2031   alpha=0.0012 beta=1.0875,    на последнем интервале alpha=0.0025, beta= 1.2227
2032   alpha=0.0017 beta=1.0880,    на последнем интервале alpha=0.0021, beta= 1.2227
2033   alpha=0.0016 beta=1.0879,    на последнем интервале alpha=0.0023, beta= 1.2227
