1191   alpha=0.0068 beta=-1.4690,    на последнем интервале alpha=0.0142, beta= 1.2209
1192   alpha=0.0073 beta=-0.7937,    на последнем интервале alpha=0.0146, beta= 1.2209
1193   alpha=0.0078 beta=1.0935,    на последнем интервале alpha=0.0128, beta= 1.2212
1194   alpha=0.0054 beta=-1.8732,    на последнем интервале alpha=0.0149, beta= 1.2208
1195   alpha=0.0055 beta=-1.6399,    на последнем интервале alpha=0.0126, beta= 1.2212
1196   alpha=0.0056 beta=-1.3881,    на последнем интервале alpha=0.0103, beta= 1.2215
1197   alpha=0.0072 beta=1.0929,    на последнем интервале alpha=0.0100, beta= 1.2216
1198   alpha=0.0072 beta=1.0929,    на последнем интервале alpha=0.0100, beta= 1.2216
1199   alpha=0.0068 beta=-0.7140,    на последнем интервале alpha=0.0128, beta= 1.2212
1200   alpha=0.0073 beta=-0.8299,    на последнем интервале alpha=0.0156, beta= 1.2207
1201   alpha=0.0067 beta=1.0925,    на последнем интервале alpha=0.0110, beta= 1.2214
1202   alpha=0.0067 beta=-0.7087,    на последнем интервале alpha=0.0124, beta= 1.2212
1203   alpha=0.0080 beta=1.0937,    на последнем интервале alpha=0.0096, beta= 1.2216
1204   alpha=0.0070 beta=-0.7700,    на последнем интервале alpha=0.0128, beta= 1.2212
1205   alpha=0.0066 beta=-1.6102,    на последнем интервале alpha=0.0160, beta= 1.2207
1206   alpha=0.0060 beta=-0.9897,    на последнем интервале alpha=0.0089, beta= 1.2217
1207   alpha=0.0053 beta=-1.9515,    на последнем интервале alpha=0.0128, beta= 1.2212
1208   alpha=0.0053 beta=-1.7962,    на последнем интервале alpha=0.0124, beta= 1.2212
1209   alpha=0.0054 beta=-1.6409,    на последнем интервале alpha=0.0121, beta= 1.2213
1210   alpha=0.0061 beta=-1.3479,    на последнем интервале alpha=0.0142, beta= 1.2209
1211   alpha=0.0063 beta=-0.7707,    на последнем интервале alpha=0.0103, beta= 1.2215
1212   alpha=0.0059 beta=-1.1972,    на последнем интервале alpha=0.0124, beta= 1.2212
1213   alpha=0.0055 beta=-1.6254,    на последнем интервале alpha=0.0146, beta= 1.2209
1214   alpha=0.0085 beta=1.0942,    на последнем интервале alpha=0.0107, beta= 1.2215
1215   alpha=0.0084 beta=1.0941,    на последнем интервале alpha=0.0135, beta= 1.2211
1216   alpha=0.0068 beta=-0.6134,    на последнем интервале alpha=0.0135, beta= 1.2211
1217   alpha=0.0060 beta=-1.3779,    на последнем интервале alpha=0.0135, beta= 1.2211
1218   alpha=0.0067 beta=1.0925,    на последнем интервале alpha=0.0096, beta= 1.2216
1219   alpha=0.0047 beta=-2.2663,    на последнем интервале alpha=0.0156, beta= 1.2207
1220   alpha=0.0054 beta=-1.2339,    на последнем интервале alpha=0.0119, beta= 1.2213
1221   alpha=0.0067 beta=1.0925,    на последнем интервале alpha=0.0082, beta= 1.2218
1222   alpha=0.0062 beta=-0.7694,    на последнем интервале alpha=0.0110, beta= 1.2214
1223   alpha=0.0076 beta=1.0933,    на последнем интервале alpha=0.0117, beta= 1.2213
1224   alpha=0.0076 beta=1.0933,    на последнем интервале alpha=0.0100, beta= 1.2216
1225   alpha=0.0067 beta=-0.5224,    на последнем интервале alpha=0.0082, beta= 1.2218
1226   alpha=0.0060 beta=-1.1897,    на последнем интервале alpha=0.0149, beta= 1.2208
1227   alpha=0.0065 beta=1.0924,    на последнем интервале alpha=0.0100, beta= 1.2216
1228   alpha=0.0069 beta=1.0927,    на последнем интервале alpha=0.0094, beta= 1.2217
1229   alpha=0.0073 beta=1.0931,    на последнем интервале alpha=0.0089, beta= 1.2217
1230   alpha=0.0060 beta=-1.1899,    на последнем интервале alpha=0.0124, beta= 1.2212
1231   alpha=0.0054 beta=-1.8337,    на последнем интервале alpha=0.0107, beta= 1.2215
1232   alpha=0.0043 beta=-2.3761,    на последнем интервале alpha=0.0135, beta= 1.2211
1233   alpha=0.0049 beta=-1.4160,    на последнем интервале alpha=0.0107, beta= 1.2215
1234   alpha=0.0062 beta=1.0920,    на последнем интервале alpha=0.0078, beta= 1.2219
1235   alpha=0.0069 beta=1.0927,    на последнем интервале alpha=0.0092, beta= 1.2217
1236   alpha=0.0044 beta=-2.5578,    на последнем интервале alpha=0.0121, beta= 1.2213
1237   alpha=0.0059 beta=-1.2572,    на последнем интервале alpha=0.0130, beta= 1.2211
1238   alpha=0.0082 beta=1.0939,    на последнем интервале alpha=0.0139, beta= 1.2210
1239   alpha=0.0048 beta=-2.0125,    на последнем интервале alpha=0.0100, beta= 1.2216
1240   alpha=0.0065 beta=1.0924,    на последнем интервале alpha=0.0089, beta= 1.2217
1241   alpha=0.0063 beta=1.0922,    на последнем интервале alpha=0.0085, beta= 1.2218
1242   alpha=0.0061 beta=1.0919,    на последнем интервале alpha=0.0082, beta= 1.2218
1243   alpha=0.0061 beta=1.0919,    на последнем интервале alpha=0.0107, beta= 1.2215
1244   alpha=0.0067 beta=1.0925,    на последнем интервале alpha=0.0110, beta= 1.2214
1245   alpha=0.0060 beta=1.0919,    на последнем интервале alpha=0.0098, beta= 1.2216
1246   alpha=0.0054 beta=1.0913,    на последнем интервале alpha=0.0085, beta= 1.2218
1247   alpha=0.0045 beta=-2.0914,    на последнем интервале alpha=0.0096, beta= 1.2216
1248   alpha=0.0046 beta=1.0905,    на последнем интервале alpha=0.0103, beta= 1.2215
1249   alpha=0.0052 beta=1.0911,    на последнем интервале alpha=0.0089, beta= 1.2217
1250   alpha=0.0058 beta=1.0916,    на последнем интервале alpha=0.0075, beta= 1.2219
1251   alpha=0.0063 beta=1.0922,    на последнем интервале alpha=0.0057, beta= 1.2222
1252   alpha=0.0032 beta=-3.3094,    на последнем интервале alpha=0.0092, beta= 1.2217
1253   alpha=0.0035 beta=-2.4148,    на последнем интервале alpha=0.0087, beta= 1.2218
1254   alpha=0.0046 beta=1.0906,    на последнем интервале alpha=0.0082, beta= 1.2218
1255   alpha=0.0050 beta=1.0909,    на последнем интервале alpha=0.0110, beta= 1.2214
1256   alpha=0.0050 beta=1.0909,    на последнем интервале alpha=0.0053, beta= 1.2223
1257   alpha=0.0054 beta=1.0913,    на последнем интервале alpha=0.0060, beta= 1.2222
1258   alpha=0.0058 beta=1.0917,    на последнем интервале alpha=0.0068, beta= 1.2221
1259   alpha=0.0041 beta=1.0901,    на последнем интервале alpha=0.0075, beta= 1.2219
1260   alpha=0.0043 beta=1.0903,    на последнем интервале alpha=0.0089, beta= 1.2217
1261   alpha=0.0047 beta=1.0906,    на последнем интервале alpha=0.0064, beta= 1.2221
1262   alpha=0.0046 beta=1.0906,    на последнем интервале alpha=0.0075, beta= 1.2219
1263   alpha=0.0046 beta=1.0906,    на последнем интервале alpha=0.0085, beta= 1.2218
1264   alpha=0.0058 beta=1.0918,    на последнем интервале alpha=0.0060, beta= 1.2222
1265   alpha=0.0044 beta=1.0904,    на последнем интервале alpha=0.0071, beta= 1.2220
1266   alpha=0.0046 beta=1.0906,    на последнем интервале alpha=0.0075, beta= 1.2219
1267   alpha=0.0047 beta=1.0907,    на последнем интервале alpha=0.0078, beta= 1.2219
1268   alpha=0.0050 beta=1.0910,    на последнем интервале alpha=0.0068, beta= 1.2221
1269   alpha=0.0042 beta=1.0902,    на последнем интервале alpha=0.0071, beta= 1.2220
1270   alpha=0.0043 beta=1.0903,    на последнем интервале alpha=0.0082, beta= 1.2218
1271   alpha=0.0045 beta=1.0905,    на последнем интервале alpha=0.0092, beta= 1.2217
1272   alpha=0.0040 beta=1.0900,    на последнем интервале alpha=0.0075, beta= 1.2219
1273   alpha=0.0047 beta=1.0906,    на последнем интервале alpha=0.0078, beta= 1.2219
1274   alpha=0.0044 beta=1.0904,    на последнем интервале alpha=0.0082, beta= 1.2218
1275   alpha=0.0042 beta=1.0902,    на последнем интервале alpha=0.0085, beta= 1.2218
1276   alpha=0.0055 beta=1.0915,    на последнем интервале alpha=0.0096, beta= 1.2216
1277   alpha=0.0045 beta=1.0905,    на последнем интервале alpha=0.0050, beta= 1.2223
1278   alpha=0.0045 beta=1.0905,    на последнем интервале alpha=0.0064, beta= 1.2221
1279   alpha=0.0045 beta=1.0904,    на последнем интервале alpha=0.0078, beta= 1.2219
1280   alpha=0.0044 beta=1.0904,    на последнем интервале alpha=0.0078, beta= 1.2219
1281   alpha=0.0049 beta=1.0909,    на последнем интервале alpha=0.0071, beta= 1.2220
1282   alpha=0.0047 beta=1.0907,    на последнем интервале alpha=0.0080, beta= 1.2219
1283   alpha=0.0045 beta=1.0905,    на последнем интервале alpha=0.0089, beta= 1.2217
1284   alpha=0.0041 beta=1.0901,    на последнем интервале alpha=0.0060, beta= 1.2222
1285   alpha=0.0047 beta=1.0906,    на последнем интервале alpha=0.0075, beta= 1.2219
1286   alpha=0.0036 beta=1.0897,    на последнем интервале alpha=0.0053, beta= 1.2223
1287   alpha=0.0040 beta=1.0901,    на последнем интервале alpha=0.0057, beta= 1.2222
1288   alpha=0.0044 beta=1.0904,    на последнем интервале alpha=0.0060, beta= 1.2222
1289   alpha=0.0046 beta=1.0907,    на последнем интервале alpha=0.0057, beta= 1.2222
1290   alpha=0.0043 beta=1.0904,    на последнем интервале alpha=0.0053, beta= 1.2223
1291   alpha=0.0044 beta=1.0904,    на последнем интервале alpha=0.0062, beta= 1.2221
1292   alpha=0.0044 beta=1.0904,    на последнем интервале alpha=0.0071, beta= 1.2220
1293   alpha=0.0058 beta=1.0917,    на последнем интервале alpha=0.0085, beta= 1.2218
1294   alpha=0.0053 beta=1.0912,    на последнем интервале alpha=0.0096, beta= 1.2216
1295   alpha=0.0047 beta=1.0907,    на последнем интервале alpha=0.0087, beta= 1.2218
1296   alpha=0.0042 beta=1.0902,    на последнем интервале alpha=0.0078, beta= 1.2219
1297   alpha=0.0054 beta=1.0914,    на последнем интервале alpha=0.0075, beta= 1.2219
1298   alpha=0.0040 beta=1.0900,    на последнем интервале alpha=0.0057, beta= 1.2222
1299   alpha=0.0043 beta=1.0903,    на последнем интервале alpha=0.0066, beta= 1.2221
1300   alpha=0.0046 beta=1.0906,    на последнем интервале alpha=0.0075, beta= 1.2219
1301   alpha=0.0027 beta=1.0889,    на последнем интервале alpha=0.0057, beta= 1.2222
1302   alpha=0.0050 beta=1.0910,    на последнем интервале alpha=0.0039, beta= 1.2225
1303   alpha=0.0045 beta=1.0905,    на последнем интервале alpha=0.0050, beta= 1.2223
1304   alpha=0.0041 beta=1.0901,    на последнем интервале alpha=0.0060, beta= 1.2222
1305   alpha=0.0035 beta=1.0897,    на последнем интервале alpha=0.0050, beta= 1.2223
1306   alpha=0.0042 beta=1.0902,    на последнем интервале alpha=0.0053, beta= 1.2223
1307   alpha=0.0040 beta=1.0901,    на последнем интервале alpha=0.0062, beta= 1.2221
1308   alpha=0.0039 beta=1.0900,    на последнем интервале alpha=0.0071, beta= 1.2220
1309   alpha=0.0047 beta=1.0907,    на последнем интервале alpha=0.0078, beta= 1.2219
1310   alpha=0.0038 beta=1.0898,    на последнем интервале alpha=0.0064, beta= 1.2221
1311   alpha=0.0038 beta=1.0899,    на последнем интервале alpha=0.0053, beta= 1.2223
1312   alpha=0.0038 beta=1.0899,    на последнем интервале alpha=0.0043, beta= 1.2224
1313   alpha=0.0042 beta=1.0903,    на последнем интервале alpha=0.0068, beta= 1.2221
1314   alpha=0.0040 beta=1.0901,    на последнем интервале alpha=0.0068, beta= 1.2221
1315   alpha=0.0039 beta=1.0899,    на последнем интервале alpha=0.0053, beta= 1.2223
1316   alpha=0.0042 beta=1.0903,    на последнем интервале alpha=0.0059, beta= 1.2222
1317   alpha=0.0045 beta=1.0906,    на последнем интервале alpha=0.0064, beta= 1.2221
1318   alpha=0.0040 beta=1.0900,    на последнем интервале alpha=0.0068, beta= 1.2221
1319   alpha=0.0039 beta=1.0899,    на последнем интервале alpha=0.0057, beta= 1.2222
1320   alpha=0.0043 beta=1.0903,    на последнем интервале alpha=0.0053, beta= 1.2223
1321   alpha=0.0047 beta=1.0907,    на последнем интервале alpha=0.0050, beta= 1.2223
1322   alpha=0.0044 beta=1.0905,    на последнем интервале alpha=0.0060, beta= 1.2222
1323   alpha=0.0042 beta=1.0903,    на последнем интервале alpha=0.0046, beta= 1.2224
1324   alpha=0.0039 beta=1.0899,    на последнем интервале alpha=0.0053, beta= 1.2223
1325   alpha=0.0035 beta=1.0896,    на последнем интервале alpha=0.0060, beta= 1.2222
1326   alpha=0.0042 beta=1.0903,    на последнем интервале alpha=0.0046, beta= 1.2224
1327   alpha=0.0039 beta=1.0900,    на последнем интервале alpha=0.0068, beta= 1.2221
1328   alpha=0.0035 beta=1.0896,    на последнем интервале alpha=0.0075, beta= 1.2219
1329   alpha=0.0030 beta=1.0891,    на последнем интервале alpha=0.0082, beta= 1.2218
1330   alpha=0.0036 beta=1.0897,    на последнем интервале alpha=0.0071, beta= 1.2220
1331   alpha=0.0038 beta=1.0899,    на последнем интервале alpha=0.0085, beta= 1.2218
1332   alpha=0.0042 beta=1.0902,    на последнем интервале alpha=0.0076, beta= 1.2219
1333   alpha=0.0045 beta=1.0906,    на последнем интервале alpha=0.0068, beta= 1.2221
1334   alpha=0.0040 beta=1.0901,    на последнем интервале alpha=0.0068, beta= 1.2221
1335   alpha=0.0038 beta=1.0899,    на последнем интервале alpha=0.0075, beta= 1.2219
1336   alpha=0.0035 beta=1.0896,    на последнем интервале alpha=0.0069, beta= 1.2220
1337   alpha=0.0033 beta=1.0894,    на последнем интервале alpha=0.0064, beta= 1.2221
1338   alpha=0.0033 beta=1.0894,    на последнем интервале alpha=0.0053, beta= 1.2223
1339   alpha=0.0031 beta=1.0892,    на последнем интервале alpha=0.0057, beta= 1.2222
1340   alpha=0.0034 beta=1.0895,    на последнем интервале alpha=0.0064, beta= 1.2221
1341   alpha=0.0037 beta=1.0898,    на последнем интервале alpha=0.0071, beta= 1.2220
1342   alpha=0.0042 beta=1.0902,    на последнем интервале alpha=0.0085, beta= 1.2218
1343   alpha=0.0039 beta=1.0900,    на последнем интервале alpha=0.0075, beta= 1.2219
1344   alpha=0.0032 beta=1.0893,    на последнем интервале alpha=0.0050, beta= 1.2223
1345   alpha=0.0034 beta=1.0895,    на последнем интервале alpha=0.0050, beta= 1.2223
1346   alpha=0.0035 beta=1.0896,    на последнем интервале alpha=0.0050, beta= 1.2223
1347   alpha=0.0036 beta=1.0897,    на последнем интервале alpha=0.0053, beta= 1.2223
1348   alpha=0.0040 beta=1.0901,    на последнем интервале alpha=0.0053, beta= 1.2223
1349   alpha=0.0042 beta=1.0902,    на последнем интервале alpha=0.0068, beta= 1.2221
1350   alpha=0.0044 beta=1.0904,    на последнем интервале alpha=0.0082, beta= 1.2218
1351   alpha=0.0037 beta=1.0898,    на последнем интервале alpha=0.0053, beta= 1.2223
1352   alpha=0.0037 beta=1.0898,    на последнем интервале alpha=0.0053, beta= 1.2223
1353   alpha=0.0035 beta=1.0896,    на последнем интервале alpha=0.0041, beta= 1.2224
1354   alpha=0.0034 beta=1.0895,    на последнем интервале alpha=0.0028, beta= 1.2226
1355   alpha=0.0040 beta=1.0901,    на последнем интервале alpha=0.0068, beta= 1.2221
1356   alpha=0.0034 beta=1.0895,    на последнем интервале alpha=0.0046, beta= 1.2224
1357   alpha=0.0033 beta=1.0894,    на последнем интервале alpha=0.0057, beta= 1.2222
1358   alpha=0.0032 beta=1.0893,    на последнем интервале alpha=0.0068, beta= 1.2221
1359   alpha=0.0040 beta=1.0901,    на последнем интервале alpha=0.0053, beta= 1.2223
1360   alpha=0.0037 beta=1.0898,    на последнем интервале alpha=0.0064, beta= 1.2221
1361   alpha=0.0036 beta=1.0897,    на последнем интервале alpha=0.0060, beta= 1.2222
1362   alpha=0.0036 beta=1.0897,    на последнем интервале alpha=0.0057, beta= 1.2222
1363   alpha=0.0030 beta=1.0892,    на последнем интервале alpha=0.0068, beta= 1.2221
1364   alpha=0.0040 beta=1.0901,    на последнем интервале alpha=0.0060, beta= 1.2222
1365   alpha=0.0039 beta=1.0900,    на последнем интервале alpha=0.0068, beta= 1.2221
1366   alpha=0.0039 beta=1.0900,    на последнем интервале alpha=0.0075, beta= 1.2219
1367   alpha=0.0044 beta=1.0905,    на последнем интервале alpha=0.0057, beta= 1.2222
1368   alpha=0.0045 beta=1.0906,    на последнем интервале alpha=0.0053, beta= 1.2223
1369   alpha=0.0044 beta=1.0904,    на последнем интервале alpha=0.0066, beta= 1.2221
1370   alpha=0.0042 beta=1.0902,    на последнем интервале alpha=0.0078, beta= 1.2219
1371   alpha=0.0040 beta=1.0901,    на последнем интервале alpha=0.0071, beta= 1.2220
1372   alpha=0.0038 beta=1.0899,    на последнем интервале alpha=0.0046, beta= 1.2224
1373   alpha=0.0038 beta=1.0899,    на последнем интервале alpha=0.0082, beta= 1.2218
1374   alpha=0.0038 beta=1.0899,    на последнем интервале alpha=0.0076, beta= 1.2219
1375   alpha=0.0038 beta=1.0899,    на последнем интервале alpha=0.0071, beta= 1.2220
1376   alpha=0.0042 beta=1.0902,    на последнем интервале alpha=0.0068, beta= 1.2221
1377   alpha=0.0033 beta=1.0894,    на последнем интервале alpha=0.0064, beta= 1.2221
1378   alpha=0.0034 beta=1.0895,    на последнем интервале alpha=0.0060, beta= 1.2222
1379   alpha=0.0034 beta=1.0895,    на последнем интервале alpha=0.0057, beta= 1.2222
1380   alpha=0.0039 beta=1.0900,    на последнем интервале alpha=0.0032, beta= 1.2226
1381   alpha=0.0036 beta=1.0897,    на последнем интервале alpha=0.0078, beta= 1.2219
1382   alpha=0.0035 beta=1.0896,    на последнем интервале alpha=0.0060, beta= 1.2222
1383   alpha=0.0033 beta=1.0895,    на последнем интервале alpha=0.0043, beta= 1.2224
1384   alpha=0.0037 beta=1.0897,    на последнем интервале alpha=0.0071, beta= 1.2220
1385   alpha=0.0043 beta=1.0904,    на последнем интервале alpha=0.0068, beta= 1.2221
1386   alpha=0.0039 beta=1.0900,    на последнем интервале alpha=0.0060, beta= 1.2222
1387   alpha=0.0035 beta=1.0896,    на последнем интервале alpha=0.0053, beta= 1.2223
1388   alpha=0.0027 beta=1.0889,    на последнем интервале alpha=0.0039, beta= 1.2225
1389   alpha=0.0035 beta=1.0896,    на последнем интервале alpha=0.0057, beta= 1.2222
1390   alpha=0.0034 beta=1.0895,    на последнем интервале alpha=0.0057, beta= 1.2222
1391   alpha=0.0032 beta=1.0894,    на последнем интервале alpha=0.0057, beta= 1.2222
1392   alpha=0.0032 beta=1.0893,    на последнем интервале alpha=0.0032, beta= 1.2226
1393   alpha=0.0032 beta=1.0893,    на последнем интервале alpha=0.0050, beta= 1.2223
1394   alpha=0.0035 beta=1.0897,    на последнем интервале alpha=0.0052, beta= 1.2223
1395   alpha=0.0039 beta=1.0900,    на последнем интервале alpha=0.0053, beta= 1.2223
1396   alpha=0.0038 beta=1.0899,    на последнем интервале alpha=0.0060, beta= 1.2222
1397   alpha=0.0037 beta=1.0899,    на последнем интервале alpha=0.0036, beta= 1.2225
1398   alpha=0.0037 beta=1.0898,    на последнем интервале alpha=0.0037, beta= 1.2225
1399   alpha=0.0036 beta=1.0898,    на последнем интервале alpha=0.0039, beta= 1.2225
1400   alpha=0.0035 beta=1.0896,    на последнем интервале alpha=0.0053, beta= 1.2223
1401   alpha=0.0035 beta=1.0897,    на последнем интервале alpha=0.0050, beta= 1.2223
1402   alpha=0.0039 beta=1.0900,    на последнем интервале alpha=0.0075, beta= 1.2219
1403   alpha=0.0038 beta=1.0899,    на последнем интервале alpha=0.0059, beta= 1.2222
1404   alpha=0.0037 beta=1.0898,    на последнем интервале alpha=0.0043, beta= 1.2224
1405   alpha=0.0036 beta=1.0897,    на последнем интервале alpha=0.0043, beta= 1.2224
1406   alpha=0.0029 beta=1.0890,    на последнем интервале alpha=0.0064, beta= 1.2221
1407   alpha=0.0032 beta=1.0893,    на последнем интервале alpha=0.0073, beta= 1.2220
1408   alpha=0.0036 beta=1.0897,    на последнем интервале alpha=0.0082, beta= 1.2218
1409   alpha=0.0043 beta=1.0903,    на последнем интервале alpha=0.0064, beta= 1.2221
1410   alpha=0.0036 beta=1.0897,    на последнем интервале alpha=0.0085, beta= 1.2218
1411   alpha=0.0039 beta=1.0900,    на последнем интервале alpha=0.0062, beta= 1.2221
1412   alpha=0.0043 beta=1.0904,    на последнем интервале alpha=0.0039, beta= 1.2225
1413   alpha=0.0033 beta=1.0894,    на последнем интервале alpha=0.0057, beta= 1.2222
1414   alpha=0.0033 beta=1.0894,    на последнем интервале alpha=0.0071, beta= 1.2220
1415   alpha=0.0033 beta=1.0894,    на последнем интервале alpha=0.0055, beta= 1.2222
1416   alpha=0.0033 beta=1.0894,    на последнем интервале alpha=0.0039, beta= 1.2225
1417   alpha=0.0032 beta=1.0892,    на последнем интервале alpha=0.0057, beta= 1.2222
1418   alpha=0.0038 beta=1.0900,    на последнем интервале alpha=0.0060, beta= 1.2222
1419   alpha=0.0040 beta=1.0901,    на последнем интервале alpha=0.0060, beta= 1.2222
1420   alpha=0.0042 beta=1.0903,    на последнем интервале alpha=0.0060, beta= 1.2222
1421   alpha=0.0042 beta=1.0903,    на последнем интервале alpha=0.0043, beta= 1.2224
1422   alpha=0.0037 beta=1.0899,    на последнем интервале alpha=0.0053, beta= 1.2223
1423   alpha=0.0037 beta=1.0899,    на последнем интервале alpha=0.0062, beta= 1.2221
1424   alpha=0.0038 beta=1.0899,    на последнем интервале alpha=0.0071, beta= 1.2220
1425   alpha=0.0043 beta=1.0904,    на последнем интервале alpha=0.0071, beta= 1.2220
1426   alpha=0.0030 beta=1.0892,    на последнем интервале alpha=0.0057, beta= 1.2222
1427   alpha=0.0032 beta=1.0894,    на последнем интервале alpha=0.0075, beta= 1.2219
1428   alpha=0.0035 beta=1.0896,    на последнем интервале alpha=0.0092, beta= 1.2217
1429   alpha=0.0044 beta=1.0905,    на последнем интервале alpha=0.0057, beta= 1.2222
1430   alpha=0.0050 beta=1.0911,    на последнем интервале alpha=0.0043, beta= 1.2224
1431   alpha=0.0048 beta=1.0909,    на последнем интервале alpha=0.0068, beta= 1.2221
1432   alpha=0.0046 beta=1.0906,    на последнем интервале alpha=0.0076, beta= 1.2219
1433   alpha=0.0043 beta=1.0903,    на последнем интервале alpha=0.0085, beta= 1.2218
1434   alpha=0.0039 beta=1.0900,    на последнем интервале alpha=0.0064, beta= 1.2221
1435   alpha=0.0048 beta=1.0908,    на последнем интервале alpha=0.0057, beta= 1.2222
1436   alpha=0.0045 beta=1.0905,    на последнем интервале alpha=0.0068, beta= 1.2221
1437   alpha=0.0041 beta=1.0902,    на последнем интервале alpha=0.0078, beta= 1.2219
1438   alpha=0.0041 beta=1.0901,    на последнем интервале alpha=0.0085, beta= 1.2218
1439   alpha=0.0053 beta=1.0913,    на последнем интервале alpha=0.0075, beta= 1.2219
1440   alpha=0.0048 beta=1.0908,    на последнем интервале alpha=0.0052, beta= 1.2223
1441   alpha=0.0043 beta=1.0903,    на последнем интервале alpha=0.0028, beta= 1.2226
1442   alpha=0.0035 beta=1.0896,    на последнем интервале alpha=0.0050, beta= 1.2223
1443   alpha=0.0045 beta=1.0905,    на последнем интервале alpha=0.0053, beta= 1.2223
1444   alpha=0.0044 beta=1.0904,    на последнем интервале alpha=0.0059, beta= 1.2222
1445   alpha=0.0043 beta=1.0903,    на последнем интервале alpha=0.0064, beta= 1.2221
1446   alpha=0.0049 beta=1.0908,    на последнем интервале alpha=0.0053, beta= 1.2223
1447   alpha=0.0049 beta=1.0909,    на последнем интервале alpha=0.0071, beta= 1.2220
1448   alpha=0.0053 beta=1.0912,    на последнем интервале alpha=0.0080, beta= 1.2219
1449   alpha=0.0056 beta=1.0915,    на последнем интервале alpha=0.0089, beta= 1.2217
1450   alpha=0.0056 beta=1.0914,    на последнем интервале alpha=0.0075, beta= 1.2219
1451   alpha=0.0053 beta=-1.0953,    на последнем интервале alpha=0.0117, beta= 1.2213
1452   alpha=0.0063 beta=1.0921,    на последнем интервале alpha=0.0096, beta= 1.2216
1453   alpha=0.0062 beta=1.0921,    на последнем интервале alpha=0.0075, beta= 1.2219
1454   alpha=0.0066 beta=1.0923,    на последнем интервале alpha=0.0107, beta= 1.2215
1455   alpha=0.0077 beta=1.0934,    на последнем интервале alpha=0.0096, beta= 1.2216
1456   alpha=0.0073 beta=1.0931,    на последнем интервале alpha=0.0085, beta= 1.2218
1457   alpha=0.0069 beta=1.0927,    на последнем интервале alpha=0.0075, beta= 1.2219
1458   alpha=0.0061 beta=-1.1080,    на последнем интервале alpha=0.0142, beta= 1.2209
1459   alpha=0.0080 beta=1.0937,    на последнем интервале alpha=0.0153, beta= 1.2208
1460   alpha=0.0082 beta=1.0939,    на последнем интервале alpha=0.0117, beta= 1.2213
1461   alpha=0.0084 beta=1.0940,    на последнем интервале alpha=0.0124, beta= 1.2212
1462   alpha=0.0085 beta=1.0941,    на последнем интервале alpha=0.0131, beta= 1.2211
1463   alpha=0.0061 beta=-0.8711,    на последнем интервале alpha=0.0078, beta= 1.2219
1464   alpha=0.0057 beta=-1.8004,    на последнем интервале alpha=0.0124, beta= 1.2212
1465   alpha=0.0059 beta=-1.7398,    на последнем интервале alpha=0.0151, beta= 1.2208
1466   alpha=0.0062 beta=-1.6772,    на последнем интервале alpha=0.0178, beta= 1.2204
1467   alpha=0.0053 beta=-1.3434,    на последнем интервале alpha=0.0117, beta= 1.2213
1468   alpha=0.0074 beta=1.0931,    на последнем интервале alpha=0.0107, beta= 1.2215
1469   alpha=0.0063 beta=1.0921,    на последнем интервале alpha=0.0089, beta= 1.2217
1470   alpha=0.0052 beta=1.0912,    на последнем интервале alpha=0.0071, beta= 1.2220
1471   alpha=0.0057 beta=1.0916,    на последнем интервале alpha=0.0085, beta= 1.2218
1472   alpha=0.0047 beta=1.0907,    на последнем интервале alpha=0.0078, beta= 1.2219
1473   alpha=0.0045 beta=1.0905,    на последнем интервале alpha=0.0076, beta= 1.2219
1474   alpha=0.0043 beta=1.0903,    на последнем интервале alpha=0.0075, beta= 1.2219
1475   alpha=0.0046 beta=1.0907,    на последнем интервале alpha=0.0039, beta= 1.2225
1476   alpha=0.0037 beta=1.0897,    на последнем интервале alpha=0.0071, beta= 1.2220
1477   alpha=0.0035 beta=1.0896,    на последнем интервале alpha=0.0053, beta= 1.2223
1478   alpha=0.0032 beta=1.0894,    на последнем интервале alpha=0.0036, beta= 1.2225
1479   alpha=0.0036 beta=1.0897,    на последнем интервале alpha=0.0043, beta= 1.2224
1480   alpha=0.0025 beta=1.0887,    на последнем интервале alpha=0.0053, beta= 1.2223
1481   alpha=0.0028 beta=1.0890,    на последнем интервале alpha=0.0039, beta= 1.2225
1482   alpha=0.0032 beta=1.0893,    на последнем интервале alpha=0.0025, beta= 1.2227
1483   alpha=0.0030 beta=1.0892,    на последнем интервале alpha=0.0028, beta= 1.2226
1484   alpha=0.0022 beta=1.0885,    на последнем интервале alpha=0.0043, beta= 1.2224
1485   alpha=0.0025 beta=1.0887,    на последнем интервале alpha=0.0034, beta= 1.2225
1486   alpha=0.0027 beta=1.0889,    на последнем интервале alpha=0.0025, beta= 1.2227
1487   alpha=0.0025 beta=1.0887,    на последнем интервале alpha=0.0025, beta= 1.2227
1488   alpha=0.0027 beta=1.0889,    на последнем интервале alpha=0.0039, beta= 1.2225
1489   alpha=0.0019 beta=1.0882,    на последнем интервале alpha=0.0043, beta= 1.2224
1490   alpha=0.0025 beta=1.0887,    на последнем интервале alpha=0.0043, beta= 1.2224
1491   alpha=0.0031 beta=1.0893,    на последнем интервале alpha=0.0043, beta= 1.2224
1492   alpha=0.0027 beta=1.0889,    на последнем интервале alpha=0.0057, beta= 1.2222
1493   alpha=0.0026 beta=1.0888,    на последнем интервале alpha=0.0053, beta= 1.2223
