живое время (секунд) 59838,00
Канал    набор
311  1.79300000000000E+0003
312  1.74500000000000E+0003
313  1.79000000000000E+0003
314  1.68200000000000E+0003
315  1.74300000000000E+0003
316  1.68500000000000E+0003
317  1.73700000000000E+0003
318  1.66200000000000E+0003
319  1.74500000000000E+0003
320  1.65900000000000E+0003
321  1.66500000000000E+0003
322  1.70800000000000E+0003
323  1.69400000000000E+0003
324  1.63500000000000E+0003
325  1.65200000000000E+0003
326  1.63900000000000E+0003
327  1.60500000000000E+0003
328  1.58600000000000E+0003
329  1.66500000000000E+0003
330  1.62100000000000E+0003
331  1.53900000000000E+0003
332  1.62700000000000E+0003
333  1.69200000000000E+0003
334  1.58300000000000E+0003
335  1.57900000000000E+0003
336  1.60000000000000E+0003
337  1.61000000000000E+0003
338  1.64600000000000E+0003
339  1.62900000000000E+0003
340  1.51100000000000E+0003
341  1.52500000000000E+0003
342  1.55000000000000E+0003
343  1.47100000000000E+0003
344  1.39700000000000E+0003
345  1.42100000000000E+0003
346  1.45600000000000E+0003
347  1.45400000000000E+0003
348  1.54000000000000E+0003
349  1.46500000000000E+0003
350  1.52600000000000E+0003
351  1.51400000000000E+0003
352  1.33900000000000E+0003
353  1.44300000000000E+0003
354  1.45100000000000E+0003
355  1.46200000000000E+0003
356  1.40200000000000E+0003
357  1.47100000000000E+0003
358  1.42600000000000E+0003
359  1.40600000000000E+0003
360  1.44400000000000E+0003
361  1.49400000000000E+0003
362  1.42600000000000E+0003
363  1.44600000000000E+0003
364  1.40900000000000E+0003
365  1.40300000000000E+0003
366  1.39500000000000E+0003
367  1.36500000000000E+0003
368  1.38300000000000E+0003
369  1.36600000000000E+0003
370  1.33400000000000E+0003
371  1.32700000000000E+0003
372  1.30900000000000E+0003
373  1.37800000000000E+0003
374  1.38500000000000E+0003
375  1.35900000000000E+0003
376  1.37900000000000E+0003
377  1.30700000000000E+0003
378  1.34400000000000E+0003
379  1.29800000000000E+0003
380  1.36900000000000E+0003
381  1.33000000000000E+0003
382  1.33600000000000E+0003
383  1.44100000000000E+0003
384  1.47800000000000E+0003
385  1.47500000000000E+0003
386  1.47700000000000E+0003
387  1.56900000000000E+0003
388  1.56700000000000E+0003
389  1.64300000000000E+0003
390  1.50900000000000E+0003
391  1.59600000000000E+0003
392  1.52000000000000E+0003
393  1.46500000000000E+0003
394  1.44800000000000E+0003
395  1.37400000000000E+0003
396  1.30200000000000E+0003
397  1.24800000000000E+0003
398  1.27400000000000E+0003
399  1.22500000000000E+0003
400  1.19600000000000E+0003
401  1.22300000000000E+0003
402  1.22400000000000E+0003
403  1.23500000000000E+0003
404  1.15900000000000E+0003
405  1.13200000000000E+0003
406  1.08400000000000E+0003
407  1.12900000000000E+0003
408  1.14200000000000E+0003
409  1.13400000000000E+0003
410  1.16500000000000E+0003
411  1.11400000000000E+0003
412  1.13800000000000E+0003
413  1.10200000000000E+0003
414  1.15000000000000E+0003
415  1.13700000000000E+0003
416  1.12000000000000E+0003
417  1.12000000000000E+0003
418  1.17100000000000E+0003
419  1.10800000000000E+0003
420  1.18800000000000E+0003
421  1.06000000000000E+0003
422  1.13000000000000E+0003
423  1.09300000000000E+0003
424  1.10100000000000E+0003
425  1.10900000000000E+0003
426  1.11400000000000E+0003
427  1.10600000000000E+0003
428  1.12200000000000E+0003
429  1.09800000000000E+0003
430  1.09000000000000E+0003
431  1.12100000000000E+0003
432  1.13900000000000E+0003
433  1.05100000000000E+0003
434  1.09500000000000E+0003
435  1.08200000000000E+0003
436  1.12100000000000E+0003
437  1.11500000000000E+0003
438  1.07400000000000E+0003
439  1.07100000000000E+0003
440  1.07600000000000E+0003
441  1.08900000000000E+0003
442  1.05300000000000E+0003
443  1.09300000000000E+0003
444  1.10300000000000E+0003
445  1.10600000000000E+0003
446  1.13200000000000E+0003
447  1.07300000000000E+0003
448  1.09500000000000E+0003
449  1.03100000000000E+0003
450  1.02400000000000E+0003
451  1.03100000000000E+0003
452  1.04300000000000E+0003
453  9.71000000000000E+0002
454  1.00800000000000E+0003
455  1.05400000000000E+0003
456  1.02100000000000E+0003
457  1.01100000000000E+0003
458  1.07300000000000E+0003
459  1.07700000000000E+0003
460  1.03500000000000E+0003
461  1.08100000000000E+0003
462  1.07400000000000E+0003
463  1.11700000000000E+0003
464  1.10400000000000E+0003
465  1.08400000000000E+0003
466  1.06600000000000E+0003
467  1.04800000000000E+0003
468  1.03100000000000E+0003
469  1.02300000000000E+0003
470  1.02300000000000E+0003
471  9.20000000000000E+0002
472  9.58000000000000E+0002
473  8.99000000000000E+0002
474  9.09000000000000E+0002
475  9.07000000000000E+0002
476  8.33000000000000E+0002
477  8.54000000000000E+0002
478  8.76000000000000E+0002
479  9.39000000000000E+0002
480  9.16000000000000E+0002
481  8.54000000000000E+0002
482  8.90000000000000E+0002
483  8.68000000000000E+0002
484  8.39000000000000E+0002
485  8.64000000000000E+0002
486  8.91000000000000E+0002
487  8.06000000000000E+0002
488  8.74000000000000E+0002
489  8.56000000000000E+0002
490  8.42000000000000E+0002
491  8.41000000000000E+0002
492  8.85000000000000E+0002
493  9.06000000000000E+0002
494  8.72000000000000E+0002
495  8.30000000000000E+0002
496  8.22000000000000E+0002
497  8.33000000000000E+0002
498  8.70000000000000E+0002
499  8.25000000000000E+0002
500  8.82000000000000E+0002
501  8.38000000000000E+0002
502  8.49000000000000E+0002
503  8.37000000000000E+0002
504  7.95000000000000E+0002
505  8.71000000000000E+0002
506  7.85000000000000E+0002
507  8.38000000000000E+0002
508  8.26000000000000E+0002
509  7.83000000000000E+0002
510  7.69000000000000E+0002
511  8.14000000000000E+0002
512  8.12000000000000E+0002
513  8.01000000000000E+0002
514  8.16000000000000E+0002
515  7.97000000000000E+0002
516  7.96000000000000E+0002
517  7.77000000000000E+0002
518  8.39000000000000E+0002
519  7.37000000000000E+0002
520  7.64000000000000E+0002
521  8.27000000000000E+0002
522  7.50000000000000E+0002
523  7.13000000000000E+0002
524  7.69000000000000E+0002
525  7.61000000000000E+0002
526  8.23000000000000E+0002
527  7.48000000000000E+0002
528  8.56000000000000E+0002
529  7.62000000000000E+0002
530  7.36000000000000E+0002
531  7.53000000000000E+0002
532  7.35000000000000E+0002
533  7.40000000000000E+0002
534  8.16000000000000E+0002
535  7.93000000000000E+0002
536  7.51000000000000E+0002
537  6.91000000000000E+0002
538  7.19000000000000E+0002
539  7.48000000000000E+0002
540  7.47000000000000E+0002
541  7.27000000000000E+0002
542  7.31000000000000E+0002
543  7.35000000000000E+0002
544  7.32000000000000E+0002
545  7.66000000000000E+0002
546  7.25000000000000E+0002
547  7.06000000000000E+0002
548  6.79000000000000E+0002
549  7.22000000000000E+0002
550  7.24000000000000E+0002
551  7.68000000000000E+0002
552  7.17000000000000E+0002
553  6.76000000000000E+0002
554  7.45000000000000E+0002
555  7.20000000000000E+0002
556  7.26000000000000E+0002
557  7.65000000000000E+0002
558  7.19000000000000E+0002
559  7.03000000000000E+0002
560  6.88000000000000E+0002
561  6.89000000000000E+0002
562  6.74000000000000E+0002
563  7.31000000000000E+0002
564  7.21000000000000E+0002
565  6.84000000000000E+0002
566  6.83000000000000E+0002
567  6.92000000000000E+0002
568  7.06000000000000E+0002
569  6.97000000000000E+0002
570  6.51000000000000E+0002
571  7.05000000000000E+0002
572  6.66000000000000E+0002
573  6.62000000000000E+0002
574  6.76000000000000E+0002
575  5.99000000000000E+0002
576  6.36000000000000E+0002
577  6.64000000000000E+0002
578  6.66000000000000E+0002
579  6.67000000000000E+0002
580  6.64000000000000E+0002
581  6.70000000000000E+0002
582  6.01000000000000E+0002
583  6.57000000000000E+0002
584  6.47000000000000E+0002
585  7.16000000000000E+0002
586  6.90000000000000E+0002
587  6.62000000000000E+0002
588  7.04000000000000E+0002
589  6.20000000000000E+0002
590  5.90000000000000E+0002
591  6.69000000000000E+0002
592  6.47000000000000E+0002
593  6.39000000000000E+0002
594  6.39000000000000E+0002
595  6.25000000000000E+0002
596  6.17000000000000E+0002
597  6.38000000000000E+0002
598  6.09000000000000E+0002
599  6.31000000000000E+0002
600  6.15000000000000E+0002
601  5.87000000000000E+0002
602  6.17000000000000E+0002
603  6.15000000000000E+0002
604  6.42000000000000E+0002
605  6.17000000000000E+0002
606  5.99000000000000E+0002
607  6.17000000000000E+0002
608  6.03000000000000E+0002
609  5.66000000000000E+0002
610  6.01000000000000E+0002
611  5.70000000000000E+0002
612  5.55000000000000E+0002
613  6.12000000000000E+0002
614  6.35000000000000E+0002
615  5.41000000000000E+0002
616  5.98000000000000E+0002
617  6.01000000000000E+0002
618  6.00000000000000E+0002
619  6.10000000000000E+0002
620  5.81000000000000E+0002
621  5.63000000000000E+0002
622  5.72000000000000E+0002
623  5.59000000000000E+0002
624  5.67000000000000E+0002
625  5.91000000000000E+0002
626  5.41000000000000E+0002
627  5.49000000000000E+0002
628  5.84000000000000E+0002
629  5.49000000000000E+0002
630  5.92000000000000E+0002
631  5.42000000000000E+0002
632  5.32000000000000E+0002
633  5.54000000000000E+0002
634  6.17000000000000E+0002
635  5.72000000000000E+0002
636  5.79000000000000E+0002
637  5.68000000000000E+0002
638  5.72000000000000E+0002
639  5.40000000000000E+0002
640  6.01000000000000E+0002
641  5.17000000000000E+0002
642  4.98000000000000E+0002
643  5.30000000000000E+0002
644  5.60000000000000E+0002
645  5.46000000000000E+0002
646  5.54000000000000E+0002
647  5.74000000000000E+0002
648  5.55000000000000E+0002
649  5.26000000000000E+0002
650  5.18000000000000E+0002
651  5.05000000000000E+0002
652  5.19000000000000E+0002
653  5.69000000000000E+0002
654  5.73000000000000E+0002
655  5.29000000000000E+0002
656  5.08000000000000E+0002
657  5.24000000000000E+0002
658  5.33000000000000E+0002
659  5.59000000000000E+0002
660  5.51000000000000E+0002
661  5.77000000000000E+0002
662  5.24000000000000E+0002
663  5.53000000000000E+0002
664  5.03000000000000E+0002
665  5.36000000000000E+0002
666  5.44000000000000E+0002
667  5.18000000000000E+0002
668  5.34000000000000E+0002
669  5.05000000000000E+0002
670  4.99000000000000E+0002
671  4.87000000000000E+0002
672  4.96000000000000E+0002
673  5.31000000000000E+0002
674  4.83000000000000E+0002
675  5.35000000000000E+0002
676  5.09000000000000E+0002
677  5.37000000000000E+0002
678  5.18000000000000E+0002
679  4.76000000000000E+0002
680  4.84000000000000E+0002
681  5.35000000000000E+0002
682  5.25000000000000E+0002
683  5.43000000000000E+0002
684  4.83000000000000E+0002
685  4.73000000000000E+0002
686  5.12000000000000E+0002
687  5.30000000000000E+0002
688  5.66000000000000E+0002
689  4.94000000000000E+0002
690  5.45000000000000E+0002
691  5.25000000000000E+0002
692  5.46000000000000E+0002
693  5.38000000000000E+0002
694  5.24000000000000E+0002
695  5.48000000000000E+0002
696  5.29000000000000E+0002
697  5.41000000000000E+0002
698  5.05000000000000E+0002
699  5.50000000000000E+0002
700  4.93000000000000E+0002
701  4.84000000000000E+0002
702  4.65000000000000E+0002
703  4.86000000000000E+0002
704  4.71000000000000E+0002
705  4.74000000000000E+0002
706  4.15000000000000E+0002
707  4.42000000000000E+0002
708  4.22000000000000E+0002
709  5.09000000000000E+0002
710  4.52000000000000E+0002
711  4.60000000000000E+0002
712  4.59000000000000E+0002
713  4.99000000000000E+0002
714  4.37000000000000E+0002
715  4.76000000000000E+0002
716  4.35000000000000E+0002
717  4.44000000000000E+0002
718  4.61000000000000E+0002
719  4.38000000000000E+0002
720  4.61000000000000E+0002
721  4.45000000000000E+0002
722  4.81000000000000E+0002
723  4.67000000000000E+0002
724  4.59000000000000E+0002
725  3.97000000000000E+0002
726  4.50000000000000E+0002
727  4.65000000000000E+0002
728  4.38000000000000E+0002
729  4.47000000000000E+0002
730  4.24000000000000E+0002
731  4.52000000000000E+0002
732  4.55000000000000E+0002
733  4.50000000000000E+0002
734  4.95000000000000E+0002
735  4.55000000000000E+0002
736  4.93000000000000E+0002
737  5.00000000000000E+0002
738  4.38000000000000E+0002
739  4.75000000000000E+0002
740  4.17000000000000E+0002
741  4.44000000000000E+0002
742  4.52000000000000E+0002
743  4.24000000000000E+0002
744  4.24000000000000E+0002
745  4.37000000000000E+0002
746  4.12000000000000E+0002
747  4.36000000000000E+0002
748  3.84000000000000E+0002
749  4.50000000000000E+0002
750  4.01000000000000E+0002
751  4.11000000000000E+0002
752  4.16000000000000E+0002
753  4.42000000000000E+0002
754  3.96000000000000E+0002
755  3.97000000000000E+0002
756  4.21000000000000E+0002
757  4.17000000000000E+0002
758  4.03000000000000E+0002
759  3.95000000000000E+0002
760  4.09000000000000E+0002
761  4.24000000000000E+0002
762  4.09000000000000E+0002
763  3.73000000000000E+0002
764  4.28000000000000E+0002
765  3.93000000000000E+0002
766  3.75000000000000E+0002
767  4.11000000000000E+0002
768  3.71000000000000E+0002
769  3.82000000000000E+0002
770  3.93000000000000E+0002
771  3.53000000000000E+0002
772  3.81000000000000E+0002
773  3.96000000000000E+0002
774  3.74000000000000E+0002
775  3.99000000000000E+0002
776  4.06000000000000E+0002
777  3.71000000000000E+0002
778  3.93000000000000E+0002
779  3.77000000000000E+0002
780  3.67000000000000E+0002
781  4.05000000000000E+0002
782  3.59000000000000E+0002
783  3.78000000000000E+0002
784  4.05000000000000E+0002
785  3.94000000000000E+0002
786  3.62000000000000E+0002
787  3.70000000000000E+0002
788  3.80000000000000E+0002
789  3.75000000000000E+0002
790  3.39000000000000E+0002
791  3.87000000000000E+0002
792  4.42000000000000E+0002
793  3.76000000000000E+0002
794  3.67000000000000E+0002
795  3.67000000000000E+0002
796  3.70000000000000E+0002
797  3.68000000000000E+0002
798  3.32000000000000E+0002
799  3.85000000000000E+0002
800  3.62000000000000E+0002
801  3.70000000000000E+0002
802  4.10000000000000E+0002
803  3.48000000000000E+0002
804  3.28000000000000E+0002
805  3.26000000000000E+0002
806  3.50000000000000E+0002
807  3.64000000000000E+0002
808  3.73000000000000E+0002
809  3.79000000000000E+0002
810  3.33000000000000E+0002
811  3.53000000000000E+0002
812  3.87000000000000E+0002
813  3.51000000000000E+0002
814  3.87000000000000E+0002
815  3.54000000000000E+0002
816  3.73000000000000E+0002
817  3.61000000000000E+0002
818  3.76000000000000E+0002
819  3.61000000000000E+0002
820  3.44000000000000E+0002
821  3.43000000000000E+0002
822  3.33000000000000E+0002
823  3.27000000000000E+0002
824  3.36000000000000E+0002
825  3.61000000000000E+0002
826  3.38000000000000E+0002
827  3.65000000000000E+0002
828  3.99000000000000E+0002
829  3.67000000000000E+0002
830  3.75000000000000E+0002
831  3.81000000000000E+0002
832  3.31000000000000E+0002
833  3.46000000000000E+0002
834  3.37000000000000E+0002
835  3.89000000000000E+0002
836  3.44000000000000E+0002
837  3.41000000000000E+0002
838  3.44000000000000E+0002
839  3.69000000000000E+0002
840  3.72000000000000E+0002
841  3.67000000000000E+0002
842  3.71000000000000E+0002
843  3.73000000000000E+0002
844  3.85000000000000E+0002
845  3.89000000000000E+0002
846  3.57000000000000E+0002
847  3.45000000000000E+0002
848  3.81000000000000E+0002
849  3.27000000000000E+0002
850  3.65000000000000E+0002
851  3.87000000000000E+0002
852  3.73000000000000E+0002
853  3.76000000000000E+0002
854  3.55000000000000E+0002
855  3.69000000000000E+0002
856  3.47000000000000E+0002
857  3.78000000000000E+0002
858  3.88000000000000E+0002
859  3.65000000000000E+0002
860  3.49000000000000E+0002
861  3.22000000000000E+0002
862  3.33000000000000E+0002
863  3.34000000000000E+0002
864  3.42000000000000E+0002
865  3.01000000000000E+0002
866  3.34000000000000E+0002
867  3.33000000000000E+0002
868  2.76000000000000E+0002
869  3.14000000000000E+0002
870  3.42000000000000E+0002
871  3.13000000000000E+0002
872  3.17000000000000E+0002
873  3.18000000000000E+0002
874  3.19000000000000E+0002
875  3.25000000000000E+0002
876  3.26000000000000E+0002
877  3.03000000000000E+0002
878  3.61000000000000E+0002
879  3.04000000000000E+0002
880  3.13000000000000E+0002
881  3.08000000000000E+0002
882  2.97000000000000E+0002
883  3.06000000000000E+0002
884  3.00000000000000E+0002
885  3.22000000000000E+0002
886  3.30000000000000E+0002
887  2.90000000000000E+0002
888  3.05000000000000E+0002
889  3.32000000000000E+0002
890  3.28000000000000E+0002
891  3.41000000000000E+0002
892  3.20000000000000E+0002
893  2.86000000000000E+0002
894  3.56000000000000E+0002
895  3.41000000000000E+0002
896  3.27000000000000E+0002
897  3.42000000000000E+0002
898  2.82000000000000E+0002
899  3.18000000000000E+0002
900  3.20000000000000E+0002
901  3.49000000000000E+0002
902  3.29000000000000E+0002
903  3.24000000000000E+0002
904  3.14000000000000E+0002
905  2.98000000000000E+0002
906  3.03000000000000E+0002
907  3.45000000000000E+0002
908  2.91000000000000E+0002
909  2.57000000000000E+0002
910  3.01000000000000E+0002
911  2.99000000000000E+0002
912  2.91000000000000E+0002
913  3.13000000000000E+0002
914  3.19000000000000E+0002
915  3.09000000000000E+0002
916  3.04000000000000E+0002
917  2.92000000000000E+0002
918  3.22000000000000E+0002
919  2.91000000000000E+0002
920  2.90000000000000E+0002
921  3.25000000000000E+0002
922  2.59000000000000E+0002
923  3.00000000000000E+0002
924  2.78000000000000E+0002
925  2.82000000000000E+0002
926  3.25000000000000E+0002
927  2.94000000000000E+0002
928  2.88000000000000E+0002
929  2.92000000000000E+0002
930  2.75000000000000E+0002
931  3.09000000000000E+0002
932  2.50000000000000E+0002
933  2.73000000000000E+0002
934  2.63000000000000E+0002
935  2.92000000000000E+0002
936  2.72000000000000E+0002
937  2.82000000000000E+0002
938  2.57000000000000E+0002
939  2.66000000000000E+0002
940  3.02000000000000E+0002
941  2.87000000000000E+0002
942  2.78000000000000E+0002
943  2.35000000000000E+0002
944  2.73000000000000E+0002
945  2.57000000000000E+0002
946  2.43000000000000E+0002
947  2.32000000000000E+0002
948  2.26000000000000E+0002
949  2.02000000000000E+0002
950  2.22000000000000E+0002
951  2.10000000000000E+0002
952  2.17000000000000E+0002
953  2.00000000000000E+0002
954  2.06000000000000E+0002
955  2.07000000000000E+0002
956  1.96000000000000E+0002
957  1.87000000000000E+0002
958  2.01000000000000E+0002
959  1.88000000000000E+0002
960  1.76000000000000E+0002
961  1.75000000000000E+0002
962  1.78000000000000E+0002
963  1.85000000000000E+0002
964  1.97000000000000E+0002
965  1.78000000000000E+0002
966  1.90000000000000E+0002
967  1.95000000000000E+0002
968  1.65000000000000E+0002
969  1.97000000000000E+0002
970  1.81000000000000E+0002
971  1.69000000000000E+0002
972  1.59000000000000E+0002
973  1.83000000000000E+0002
974  1.77000000000000E+0002
975  1.76000000000000E+0002
976  1.77000000000000E+0002
977  1.89000000000000E+0002
978  1.77000000000000E+0002
979  1.85000000000000E+0002
980  1.91000000000000E+0002
981  1.82000000000000E+0002
982  1.68000000000000E+0002
983  1.81000000000000E+0002
984  1.58000000000000E+0002
985  1.71000000000000E+0002
986  1.60000000000000E+0002
987  1.81000000000000E+0002
988  1.77000000000000E+0002
989  1.78000000000000E+0002
990  1.78000000000000E+0002
991  1.78000000000000E+0002
992  1.89000000000000E+0002
993  1.76000000000000E+0002
994  1.63000000000000E+0002
995  1.49000000000000E+0002
